"2010s_drama_lady_bird_part_1" "2010s_drama_lady_bird_part_2" "2010s_drama_lady_bird_part_3" "2010s_drama_lady_bird_part_4" "2010s_drama_lady_bird_part_5" "2010s_drama_manchester_by_the_sea_part_1" "2010s_drama_manchester_by_the_sea_part_2" "2010s_drama_manchester_by_the_sea_part_3" "2010s_drama_manchester_by_the_sea_part_4" "2010s_drama_manchester_by_the_sea_part_5" "2010s_drama_marriage_story_part_1" "2010s_drama_marriage_story_part_2" "2010s_drama_marriage_story_part_3" "2010s_drama_marriage_story_part_4" "2010s_drama_marriage_story_part_5" "2010s_drama_moonlight_part_1" "2010s_drama_moonlight_part_2" "2010s_drama_moonlight_part_3" "2010s_drama_moonlight_part_4" "2010s_drama_moonlight_part_5" "2010s_drama_spotlight_part_1" "2010s_drama_spotlight_part_2" "2010s_drama_spotlight_part_3" "2010s_drama_spotlight_part_4" "2010s_drama_spotlight_part_5" "2010s_drug_beautiful_boy_part_1" "2010s_drug_beautiful_boy_part_2" "2010s_drug_beautiful_boy_part_3" "2010s_drug_beautiful_boy_part_4" "2010s_drug_beautiful_boy_part_5" "2010s_drug_ben_is_bაცკ_part_1" "2010s_drug_ben_is_bაცკ_part_2" "2010s_drug_ben_is_bაცკ_part_3" "2010s_drug_ben_is_bაცკ_part_4" "2010s_drug_ben_is_bაცკ_part_5" "2010s_drug_cherry_part_1" "2010s_drug_cherry_part_2" "2010s_drug_cherry_part_3" "2010s_drug_cherry_part_4" "2010s_drug_cherry_part_5" "2010s_drug_heaven_knows_what_part_1" "2010s_drug_heaven_knows_what_part_2" "2010s_drug_heaven_knows_what_part_3" "2010s_drug_heaven_knows_what_part_4" "2010s_drug_heaven_knows_what_part_5" "2010s_drug_the_fighter_part_1" "2010s_drug_the_fighter_part_2" "2010s_drug_the_fighter_part_3" "2010s_drug_the_fighter_part_4" "2010s_drug_the_fighter_part_5" "90s_drama_american_beauty_part_1" "90s_drama_american_beauty_part_2" "90s_drama_american_beauty_part_3" "90s_drama_american_beauty_part_4" "90s_drama_american_beauty_part_5" "90s_drama_american_history_x_part_1" "90s_drama_american_history_x_part_2" "90s_drama_american_history_x_part_3" "90s_drama_american_history_x_part_4" "90s_drama_american_history_x_part_5" "90s_drama_good_will_hunting_part_1" "90s_drama_good_will_hunting_part_2" "90s_drama_good_will_hunting_part_3" "90s_drama_good_will_hunting_part_4" "90s_drama_good_will_hunting_part_5" "90s_drama_philadelphia_part_1" "90s_drama_philadelphia_part_2" "90s_drama_philadelphia_part_3" "90s_drama_philadelphia_part_4" "90s_drama_philadelphia_part_5" "90s_drama_the_virgin_suicides_part_1" "90s_drama_the_virgin_suicides_part_2" "90s_drama_the_virgin_suicides_part_3" "90s_drama_the_virgin_suicides_part_4" "90s_drama_the_virgin_suicides_part_5" "90s_drug_fear_and_loathing_in_las_vegas_part_1" "90s_drug_fear_and_loathing_in_las_vegas_part_2" "90s_drug_fear_and_loathing_in_las_vegas_part_3" "90s_drug_fear_and_loathing_in_las_vegas_part_4" "90s_drug_fear_and_loathing_in_las_vegas_part_5" "90s_drug_gridlock_d_part_1" "90s_drug_gridlock_d_part_2" "90s_drug_gridlock_d_part_3" "90s_drug_gridlock_d_part_4" "90s_drug_gridlock_d_part_5" "90s_drug_requiem_for_a_dream_part_1" "90s_drug_requiem_for_a_dream_part_2" "90s_drug_requiem_for_a_dream_part_3" "90s_drug_requiem_for_a_dream_part_4" "90s_drug_requiem_for_a_dream_part_5" "90s_drug_the_basketball_diaries_part_1" "90s_drug_the_basketball_diaries_part_2" "90s_drug_the_basketball_diaries_part_3" "90s_drug_the_basketball_diaries_part_4" "90s_drug_the_basketball_diaries_part_5" "90s_drug_trainspotting_part_1" "90s_drug_trainspotting_part_2" "90s_drug_trainspotting_part_3" "90s_drug_trainspotting_part_4" "90s_drug_trainspotting_part_5"
"beer" 0 0 0 0 0 0.068760027504011 0.0890670229347584 0.0446727719454992 0.0893655049151028 0.0875465090829503 0.0185459940652819 0 0.0381460995613199 0.0188572506128606 0 0 0 0 0 0.0230627306273063 0.0205634382068682 0 0.107365256602963 0 0.0200320512820513 0 0 0 0.0833333333333333 0 0 0 0 0 0 0.126490784242862 0 0 0 0 0 0 0 0 0 0.0217391304347826 0.0218483722962639 0.0466853408029879 0.0193610842207164 0 0 0.155722813392162 0 0.097110949259529 0.0752823086574655 0.0229673863114378 0 0 0.0680580762250454 0 0.0707964601769911 0 0.0371540033438603 0.0394632991318074 0 0 0 0 0.0933488914819137 0 0 0.0215331610680448 0 0 0 0.194468452895419 0.0901103852218968 0.10568590150074 0.0484966052376334 0.0221092195445501 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0292141396435875 0 0.109619073718827 0.0298953662182362
"book" 0 0 0.0530363298859719 0.0888888888888889 0 0 0.0222667557336896 0 0 0 0.111275964391691 0.0189789333839438 0.0381460995613199 0 0.0180733779143322 0 0 0 0 0 0.0411268764137364 0.0832466181061394 0 0.0213720880530028 0.0400641025641026 0.0285714285714286 0.0290951411114344 0.0566411781365052 0.0833333333333333 0 0 0 0 0 0 0.0361402240693892 0 0 0.0186601977980967 0 0 0 0.0989609104403761 0 0 0 0 0 0 0 0 0.103815208928108 0 0 0.0250941028858218 0.0459347726228755 0.0528960592435864 0 0 0 0.0353982300884956 0.265197878416973 0.0557310050157905 0.0197316495659037 0 0.0425079702444208 0.197889182058047 0 0.0700116686114352 0 0.0411437975725159 0.0215331610680448 0.0224921277552857 0 0.0421141292903769 0 0.0225275963054742 0.021137180300148 0.0242483026188167 0 0 0 0 0 0 0.163589623743865 0.0470145745181006 0 0 0 0 0.0488519785051295 0 0 0.0528262017960909 0 0 0 0.0548095368594135 0
"larry" 0.473142220985249 0.347523892267593 0.238663484486873 0.385185185185185 1.05024127164349 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0600961538461538 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0652173913043478 0 0 0.0193610842207164 0.0387897595034911 0 0 0 0 0 0 0 0 0 0 0.0176991150442478 0 0.0185770016719301 0.0197316495659037 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0712250712250712 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"line" 0 0.0289603243556328 0.0265181649429859 0 0 0.0229200091680037 0.0668002672010688 0 0.0446827524575514 0 0 0.0379578667678876 0 0 0 0.0241370987207338 0.0257003341043434 0.0507743082000508 0.0265816055289739 0.0461254612546125 0 0 0.0429461026411853 0 0.0400641025641026 0 0.0290951411114344 0 0.0277777777777778 0.0264480296217932 0 0 0 0 0 0.0180701120346946 0.057372346528973 0.181950509461426 0.0186601977980967 0.117600940807526 0 0.100452034153692 0 0 0 0 0 0 0.0387221684414327 0.0193948797517455 0 0 0.0790722192936215 0 0.0250941028858218 0.0229673863114378 0.0528960592435864 0 0 0 0.0884955752212389 0.0407996736026112 0.0371540033438603 0 0.0566786321556773 0.0212539851222104 0 0.0434688111280156 0.0933488914819137 0 0.020571898786258 0 0.0224921277552857 0.0235960358659745 0.0631711939355654 0.129645635263613 0.0225275963054742 0.021137180300148 0.0242483026188167 0 0 0.0655737704918033 0 0.0648929266709929 0.0712250712250712 0 0.0235072872590503 0 0.0233535730966838 0.0221631205673759 0 0.0488519785051295 0 0 0 0 0 0 0.0548095368594135 0.0298953662182362
"might" 0 0 0 0.0296296296296296 0.0283848992336077 0.0458400183360073 0 0 0 0 0.0556379821958457 0.0189789333839438 0.0381460995613199 0.0754290024514426 0.0361467558286644 0 0.0257003341043434 0 0.0531632110579479 0 0 0.0624349635796046 0 0.0427441761060056 0.0400641025641026 0 0.0581902822228688 0.0283205890682526 0.0277777777777778 0.0793440888653795 0 0 0 0 0 0.0180701120346946 0.0382482310193154 0 0.0186601977980967 0.0196001568012544 0 0 0 0 0 0 0 0.0233426704014939 0 0 0 0 0.0790722192936215 0 0 0.0459347726228755 0.0264480296217932 0.0246305418719212 0.0453720508166969 0.0496770988574267 0.0707964601769911 0.0407996736026112 0.0185770016719301 0.0789265982636148 0.0377857547704515 0 0 0.130406433384047 0.0466744457409568 0 0 0.0215331610680448 0.0224921277552857 0 0 0.0216076058772688 0.0225275963054742 0.0422743606002959 0.0969932104752667 0 0 0.0655737704918033 0.0673854447439353 0 0.0712250712250712 0 0 0.024330900243309 0 0.0221631205673759 0 0.146555935515388 0.14265335235378 0 0.0528262017960909 0.0585137507314219 0.0876424189307625 0.0261233019853709 0 0.0597907324364723
"wouldn" 0.0278318953520735 0.0579206487112656 0.0265181649429859 0.0592592592592593 0.0283848992336077 0 0.0668002672010688 0.0223363859727496 0.0223413762287757 0 0.0185459940652819 0.0189789333839438 0.0381460995613199 0.0565717518385819 0 0.0724112961622013 0 0 0 0 0.0616903146206046 0 0.0429461026411853 0.0213720880530028 0.0400641025641026 0.0285714285714286 0 0.0283205890682526 0.0555555555555556 0 0.0602772754671489 0.110926234054354 0 0.174317257408483 0.0566251415628539 0.0361402240693892 0 0 0.0186601977980967 0 0 0 0.0989609104403761 0.100351229302559 0 0 0.0218483722962639 0 0 0.0581846392552366 0.0256278831368529 0.077861406696081 0 0 0.0250941028858218 0 0 0.0246305418719212 0 0.0745156482861401 0.0176991150442478 0.0407996736026112 0.111462010031581 0.0591949486977111 0.0188928773852258 0 0.0219876868953386 0 0 0.0433275563258232 0.0411437975725159 0.0215331610680448 0.0224921277552857 0 0.0210570646451885 0 0 0.0422743606002959 0 0 0.0646830530401035 0 0 0.0648929266709929 0 0.0467398924982473 0.0470145745181006 0.024330900243309 0 0 0 0 0.0475511174512601 0.0499001996007984 0 0.0877706260971328 0 0.0522466039707419 0.0274047684297068 0.0597907324364723
"building" 0 0 0 0.0296296296296296 0.0283848992336077 0.206280082512033 0.0445335114673792 0.0670091579182488 0.0223413762287757 0 0 0 0.0572191493419798 0 0 0.144822592324403 0.0257003341043434 0.0253871541000254 0.0531632110579479 0.0230627306273063 0.0411268764137364 0.0416233090530697 0.0214730513205927 0.0213720880530028 0.0400641025641026 0.0285714285714286 0 0 0.0277777777777778 0 0 0 0 0 0 0 0 0 0 0.0196001568012544 0 0 0 0 0 0.0217391304347826 0.0218483722962639 0.0233426704014939 0.0387221684414327 0.0387897595034911 0.0256278831368529 0 0.0263574064312072 0.0242777373148823 0 0 0.0264480296217932 0 0.0226860254083485 0.0248385494287134 0.106194690265487 0.0203998368013056 0 0 0.0188928773852258 0.106269925611052 0.0439753737906772 0.0869376222560313 0.0233372228704784 0.0216637781629116 0 0 0 0 0 0 0 0 0 0.0221092195445501 0 0 0.202156334231806 0 0 0.0701098387473709 0.258580159849553 0.024330900243309 0.0467071461933676 0.0443262411347518 0 0 0 0 0 0.0292568753657109 0 0 0 0
"problem" 0 0.0289603243556328 0 0 0.0283848992336077 0.068760027504011 0.0668002672010688 0 0.0446827524575514 0.0218866272707376 0 0.0189789333839438 0 0.0188572506128606 0 0 0 0.0253871541000254 0 0 0.0205634382068682 0.0416233090530697 0 0 0.0600961538461538 0 0 0.0283205890682526 0.0555555555555556 0.0264480296217932 0.0602772754671489 0.0554631170271769 0 0 0 0.0542103361040838 0.0191241155096577 0 0.0373203955961933 0.0196001568012544 0.0493339911198816 0 0 0 0 0 0.0218483722962639 0.0233426704014939 0 0 0.0256278831368529 0 0 0 0 0.091869545245751 0 0 0.0907441016333938 0.0248385494287134 0.0707964601769911 0 0.0557310050157905 0.0197316495659037 0.0188928773852258 0.0850159404888417 0.109938434476693 0 0.0233372228704784 0.0216637781629116 0.020571898786258 0 0 0 0.0421141292903769 0.0216076058772688 0.0225275963054742 0 0.0484966052376334 0.0221092195445501 0 0.0655737704918033 0.134770889487871 0.129785853341986 0 0 0.0235072872590503 0 0.0700607192900514 0.0221631205673759 0.154083204930663 0.0488519785051295 0 0.0998003992015968 0 0.117027501462844 0.0876424189307625 0 0.0822143052891203 0
"ready" 0.055663790704147 0 0.0265181649429859 0.0592592592592593 0 0 0 0.0223363859727496 0.0446827524575514 0 0.0185459940652819 0 0.0381460995613199 0 0.0361467558286644 0.0724112961622013 0 0 0 0 0.0205634382068682 0 0 0 0.0400641025641026 0 0 0.0283205890682526 0.0277777777777778 0.0264480296217932 0.0602772754671489 0 0.118273211117682 0.0581057524694945 0.113250283125708 0.0361402240693892 0.0382482310193154 0.0181950509461426 0.0373203955961933 0.0784006272050176 0.0493339911198816 0 0 0.0501756146512795 0 0.108695652173913 0.0218483722962639 0 0.0193610842207164 0.0775795190069822 0.0256278831368529 0.025953802232027 0.0527148128624143 0.0242777373148823 0 0.0459347726228755 0.0793440888653795 0 0.0226860254083485 0 0 0.0407996736026112 0 0.0197316495659037 0.0188928773852258 0 0 0 0.0933488914819137 0.0649913344887348 0 0 0 0 0 0.0864304235090752 0.0225275963054742 0.0422743606002959 0 0.0442184390891002 0 0 0 0 0 0 0.0235072872590503 0 0.0934142923867352 0.0664893617021277 0.102722136620442 0.244259892525647 0 0 0 0.0585137507314219 0 0 0 0
"wall" 0.0278318953520735 0 0 0 0 0.0458400183360073 0 0.0223363859727496 0.0223413762287757 0.0218866272707376 0 0.0189789333839438 0 0.0188572506128606 0.108440267485993 0.0482741974414675 0.0514006682086867 0 0 0 0 0 0 0.0641162641590083 0 0.0285714285714286 0 0.0283205890682526 0 0.0793440888653795 0 0 0 0 0 0.0722804481387785 0.0191241155096577 0.0363901018922853 0.0373203955961933 0.0588004704037632 0 0 0 0 0 0.0434782608695652 0 0 0.135527589545015 0 0 0.051907604464054 0.0263574064312072 0.0242777373148823 0.0501882057716437 0.0459347726228755 0.0264480296217932 0 0.0680580762250454 0.0496770988574267 0.0176991150442478 0.0407996736026112 0.0371540033438603 0 0.0377857547704515 0.0850159404888417 0 0 0.0466744457409568 0.0649913344887348 0.0411437975725159 0 0.0224921277552857 0 0.0421141292903769 0.0216076058772688 0.0225275963054742 0.0634115409004439 0 0 0 0 0 0.0648929266709929 0 0.0233699462491236 0.0235072872590503 0.024330900243309 0.0233535730966838 0.0221631205673759 0 0 0 0 0 0 0.0292141396435875 0.0522466039707419 0.0822143052891203 0.0298953662182362
"couple" 0.055663790704147 0 0 0 0 0.0458400183360073 0 0.0223363859727496 0 0.0218866272707376 0 0 0.0381460995613199 0.0565717518385819 0.0180733779143322 0 0 0 0 0.0691881918819188 0.0616903146206046 0.104058272632674 0.0214730513205927 0 0.0600961538461538 0.0571428571428571 0.174570846668606 0.0283205890682526 0.111111111111111 0.105792118487173 0 0 0 0 0 0 0.0382482310193154 0.0181950509461426 0.05598059339429 0.0784006272050176 0 0 0.0989609104403761 0 0 0.0217391304347826 0 0 0.0580832526621491 0.0193948797517455 0.0512557662737058 0 0 0 0 0.0229673863114378 0 0.0246305418719212 0 0.0993541977148535 0 0 0 0.0394632991318074 0 0 0 0 0.0233372228704784 0.0216637781629116 0 0.0215331610680448 0 0.0235960358659745 0.0210570646451885 0.0648228176318064 0.0225275963054742 0 0.0242483026188167 0 0 0.19672131147541 0 0 0 0.0467398924982473 0 0.024330900243309 0.0700607192900514 0 0 0 0 0.0499001996007984 0 0 0.058428279287175 0 0.0822143052891203 0.0896860986547085
"most" 0.0278318953520735 0 0 0 0 0.0916800366720147 0 0 0.0446827524575514 0.0218866272707376 0.0185459940652819 0 0.0190730497806599 0.0377145012257213 0.0180733779143322 0.0241370987207338 0.0514006682086867 0.0761614623000762 0 0.0230627306273063 0.102817191034341 0 0.0429461026411853 0.0213720880530028 0.0400641025641026 0.0285714285714286 0.0290951411114344 0.0566411781365052 0 0 0 0.0554631170271769 0.0591366055588409 0 0 0.0361402240693892 0.0191241155096577 0.0181950509461426 0 0 0 0 0 0.0501756146512795 0 0.0217391304347826 0.0218483722962639 0.0466853408029879 0.0387221684414327 0 0 0.051907604464054 0.0527148128624143 0.0242777373148823 0.0250941028858218 0.0229673863114378 0 0 0 0 0.0707964601769911 0.0611995104039168 0.0371540033438603 0.0394632991318074 0.0377857547704515 0.0637619553666312 0 0.0869376222560313 0 0.151646447140381 0.020571898786258 0 0 0.0235960358659745 0.0210570646451885 0 0 0 0.0242483026188167 0 0.129366106080207 0 0.0673854447439353 0 0 0.0467398924982473 0.0235072872590503 0.048661800486618 0.0233535730966838 0 0 0 0 0 0 0.0292568753657109 0.0292141396435875 0.0261233019853709 0.0274047684297068 0.0298953662182362
"moves" 0.0278318953520735 0.0289603243556328 0 0.0592592592592593 0.0283848992336077 0.0229200091680037 0.0222667557336896 0 0 0.0437732545414752 0 0 0 0 0.0361467558286644 0.0482741974414675 0.0514006682086867 0.126935770500127 0.0265816055289739 0.18450184501845 0 0 0.0214730513205927 0.0213720880530028 0.0600961538461538 0 0 0 0.0277777777777778 0 0 0 0 0 0 0.0180701120346946 0 0 0 0 0 0 0 0 0 0.108695652173913 0 0 0.0387221684414327 0.0193948797517455 0 0.025953802232027 0 0.0485554746297645 0.150564617314931 0.0459347726228755 0.132240148108966 0 0.0226860254083485 0.0248385494287134 0 0.0203998368013056 0 0 0 0 0.0439753737906772 0.0434688111280156 0.14002333722287 0.108318890814558 0.0822875951450319 0.0215331610680448 0.0224921277552857 0.047192071731949 0 0.0432152117545376 0.0225275963054742 0.0422743606002959 0.0242483026188167 0.0221092195445501 0 0 0 0 0 0 0.0235072872590503 0 0 0.0443262411347518 0.0513610683102209 0 0 0 0 0 0.0292141396435875 0.0261233019853709 0 0
"wasn" 0.0278318953520735 0.115841297422531 0.0265181649429859 0 0.0567697984672154 0 0 0 0 0 0 0.0948946669197191 0 0.0377145012257213 0.0361467558286644 0.0241370987207338 0 0.0253871541000254 0.0265816055289739 0.0922509225092251 0.0205634382068682 0.0624349635796046 0.0429461026411853 0.0213720880530028 0 0.0285714285714286 0 0 0 0.0528960592435864 0 0 0.0591366055588409 0.0581057524694945 0 0.0542103361040838 0.0191241155096577 0.0545851528384279 0.149281582384773 0 0.0493339911198816 0 0 0.0501756146512795 0 0.0434782608695652 0 0.0233426704014939 0.0387221684414327 0.0193948797517455 0.0512557662737058 0.025953802232027 0 0 0.0250941028858218 0.0229673863114378 0 0.0246305418719212 0.0226860254083485 0.0248385494287134 0.0353982300884956 0.0203998368013056 0.0185770016719301 0 0.0566786321556773 0 0.0219876868953386 0 0.0233372228704784 0.0866551126516465 0.0411437975725159 0.0430663221360896 0.0224921277552857 0 0 0 0 0 0.0484966052376334 0.0221092195445501 0 0 0.0673854447439353 0 0 0 0 0 0 0 0 0 0.0475511174512601 0.0499001996007984 0.0528262017960909 0 0 0.130616509926855 0.0274047684297068 0.0298953662182362
"whole" 0 0.0289603243556328 0.0530363298859719 0.0592592592592593 0.0851546977008232 0.0916800366720147 0.0222667557336896 0.0223363859727496 0 0.0218866272707376 0.0370919881305638 0.0379578667678876 0.0190730497806599 0.0188572506128606 0 0.0241370987207338 0 0 0.0531632110579479 0.0230627306273063 0.0205634382068682 0.0624349635796046 0.0214730513205927 0 0.0801282051282051 0 0 0 0.0555555555555556 0 0 0.110926234054354 0.177409816676523 0.0581057524694945 0.0566251415628539 0 0 0.0363901018922853 0.0186601977980967 0.0196001568012544 0 0.100452034153692 0.049480455220188 0.0501756146512795 0 0 0.0436967445925279 0 0 0.116369278510473 0.0256278831368529 0.025953802232027 0.0527148128624143 0.0485554746297645 0 0 0.0264480296217932 0.0246305418719212 0.0226860254083485 0 0.0176991150442478 0.0407996736026112 0 0 0.0188928773852258 0 0.0219876868953386 0.0434688111280156 0.0233372228704784 0 0 0.0215331610680448 0.0224921277552857 0 0 0.0216076058772688 0.0450551926109484 0.021137180300148 0.0242483026188167 0.0442184390891002 0 0 0.0673854447439353 0.0648929266709929 0 0.0233699462491236 0 0 0 0 0.0513610683102209 0.0977039570102589 0.0475511174512601 0 0.0528262017960909 0.0292568753657109 0.058428279287175 0.0261233019853709 0.0548095368594135 0
"hospital" 0.055663790704147 0 0.0265181649429859 0.0296296296296296 0.0567697984672154 0.229200091680037 0.155867290135827 0.0223363859727496 0.0670241286863271 0.0218866272707376 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0.0566411781365052 0.0277777777777778 0 0 0 0 0 0 0 0 0.0181950509461426 0.0186601977980967 0.137201097608781 0.0493339911198816 0 0 0.0501756146512795 0 0 0.0218483722962639 0 0 0 0 0 0 0.0485554746297645 0 0 0 0 0.0226860254083485 0.0248385494287134 0 0.0203998368013056 0.0185770016719301 0 0.0188928773852258 0.106269925611052 0.0439753737906772 0 0.0233372228704784 0.194974003466204 0.0617156963587739 0 0 0 0 0 0 0 0 0 0.129366106080207 0 0 0 0.0712250712250712 0 0 0 0 0.155141843971631 0 0.0488519785051295 0 0 0 0 0 0.156739811912226 0.0274047684297068 0.0896860986547085
"mouth" 0 0.0289603243556328 0.0265181649429859 0 0 0 0 0 0 0 0 0 0.0190730497806599 0.0188572506128606 0.0361467558286644 0 0.0514006682086867 0 0.0265816055289739 0.0230627306273063 0.0205634382068682 0 0 0 0 0 0 0 0 0.0528960592435864 0 0 0 0 0 0.0180701120346946 0.0382482310193154 0.0363901018922853 0.0186601977980967 0.0196001568012544 0 0 0 0 0 0.0217391304347826 0.0655451168887918 0.0466853408029879 0.116166505324298 0.135764158262219 0 0.051907604464054 0.0263574064312072 0.0242777373148823 0.0250941028858218 0.0229673863114378 0.0528960592435864 0.172413793103448 0.0226860254083485 0 0 0 0.0371540033438603 0 0 0.0212539851222104 0 0 0.0700116686114352 0 0.020571898786258 0.0645994832041344 0.0224921277552857 0.0707881075979235 0.0421141292903769 0.0216076058772688 0 0.021137180300148 0.0484966052376334 0.0221092195445501 0 0 0 0 0 0.0701098387473709 0.0235072872590503 0.072992700729927 0.0467071461933676 0.110815602836879 0 0.0488519785051295 0.0475511174512601 0 0 0.0585137507314219 0.0292141396435875 0.0261233019853709 0 0.0597907324364723
"full" 0 0 0 0.0592592592592593 0.0283848992336077 0.0229200091680037 0 0 0.0223413762287757 0.0218866272707376 0.0185459940652819 0.0189789333839438 0.0381460995613199 0.0754290024514426 0.0180733779143322 0.0482741974414675 0.0514006682086867 0.0253871541000254 0.0531632110579479 0.0691881918819188 0.0411268764137364 0.0416233090530697 0 0 0.0200320512820513 0 0 0.0283205890682526 0 0.0264480296217932 0.0602772754671489 0.0554631170271769 0 0.0581057524694945 0 0.0180701120346946 0.0764964620386307 0.0363901018922853 0.0186601977980967 0 0.0493339911198816 0 0 0 0 0.0652173913043478 0 0.0233426704014939 0 0.0193948797517455 0 0.025953802232027 0 0 0.0250941028858218 0 0 0 0.0226860254083485 0 0 0.0611995104039168 0.0185770016719301 0.0197316495659037 0.0188928773852258 0 0.0219876868953386 0.0434688111280156 0.0233372228704784 0.0216637781629116 0.020571898786258 0.0215331610680448 0.0674763832658569 0.0235960358659745 0.0631711939355654 0.129645635263613 0.0225275963054742 0.10568590150074 0.0484966052376334 0.0221092195445501 0.0646830530401035 0 0 0 0 0 0.0235072872590503 0 0 0.0221631205673759 0 0.0488519785051295 0 0.0499001996007984 0 0.0585137507314219 0.0292141396435875 0.0261233019853709 0 0.0298953662182362
"guess" 0.0278318953520735 0.0289603243556328 0.0530363298859719 0.207407407407407 0.141924496168039 0 0.0445335114673792 0 0.0670241286863271 0.0218866272707376 0.0370919881305638 0.0379578667678876 0.0572191493419798 0.0754290024514426 0 0.0241370987207338 0 0.0253871541000254 0 0.0230627306273063 0.0411268764137364 0.0624349635796046 0 0.0427441761060056 0 0.0857142857142857 0.0290951411114344 0.0283205890682526 0.0277777777777778 0.0528960592435864 0 0 0 0 0 0 0.0191241155096577 0 0.0186601977980967 0.0392003136025088 0.0493339911198816 0 0 0.100351229302559 0 0 0 0.0233426704014939 0 0 0 0.025953802232027 0.0263574064312072 0.0728332119446468 0.0250941028858218 0 0 0 0 0 0.0176991150442478 0 0.0371540033438603 0.118389897395422 0 0 0 0.0217344055640078 0 0.0216637781629116 0 0.0215331610680448 0 0 0.0421141292903769 0.0216076058772688 0 0 0.0484966052376334 0 0 0.0655737704918033 0 0 0 0.0233699462491236 0.0470145745181006 0.121654501216545 0.0233535730966838 0 0 0 0.0475511174512601 0 0.0528262017960909 0 0.058428279287175 0 0 0.0298953662182362
"mind" 0 0 0 0 0 0.0229200091680037 0.0890670229347584 0.0670091579182488 0.111706881143878 0 0.0556379821958457 0.0189789333839438 0.0190730497806599 0 0 0.0482741974414675 0.0514006682086867 0.0253871541000254 0.0531632110579479 0.0461254612546125 0.0205634382068682 0.0416233090530697 0.0214730513205927 0 0.0200320512820513 0.0285714285714286 0.0290951411114344 0 0.0277777777777778 0 0 0 0.0591366055588409 0.0581057524694945 0 0.0361402240693892 0.0191241155096577 0.0181950509461426 0.05598059339429 0.0196001568012544 0 0 0.049480455220188 0.0501756146512795 0.0513874614594039 0 0.0218483722962639 0.0233426704014939 0 0 0.0512557662737058 0 0.0263574064312072 0.0728332119446468 0.0501882057716437 0 0.0264480296217932 0 0 0.0248385494287134 0.0176991150442478 0.0203998368013056 0 0.0197316495659037 0 0.0425079702444208 0 0.0217344055640078 0.0233372228704784 0.0649913344887348 0.020571898786258 0.0215331610680448 0 0 0 0.0432152117545376 0.0225275963054742 0.0422743606002959 0.0484966052376334 0.0221092195445501 0.0646830530401035 0 0.0673854447439353 0.0648929266709929 0.0712250712250712 0.0233699462491236 0 0.024330900243309 0 0.0221631205673759 0.0513610683102209 0 0 0 0.0528262017960909 0.0292568753657109 0.058428279287175 0 0.0274047684297068 0.119581464872945
"onto" 0 0 0 0 0.0283848992336077 0.068760027504011 0.0222667557336896 0.0446727719454992 0 0 0.0185459940652819 0 0.0190730497806599 0 0.0542201337429966 0.0724112961622013 0.0514006682086867 0.0253871541000254 0.0265816055289739 0.0922509225092251 0 0 0.0214730513205927 0 0.0400641025641026 0 0.0581902822228688 0 0.0277777777777778 0.105792118487173 0 0 0 0 0 0 0 0.0545851528384279 0.0933009889904833 0 0 0 0 0 0 0.0217391304347826 0.0873934891850557 0.0466853408029879 0.0387221684414327 0.0387897595034911 0.0256278831368529 0 0 0.0485554746297645 0.0250941028858218 0.0229673863114378 0.0264480296217932 0.0246305418719212 0 0.0248385494287134 0.0353982300884956 0 0.0185770016719301 0 0.0188928773852258 0.0425079702444208 0 0.0217344055640078 0.0466744457409568 0.0216637781629116 0.0617156963587739 0 0.0224921277552857 0 0.0210570646451885 0.0864304235090752 0.0450551926109484 0.0845487212005918 0 0.0442184390891002 0 0 0 0 0 0 0.0235072872590503 0.048661800486618 0.0700607192900514 0.0886524822695035 0 0 0 0 0 0 0 0 0 0
"along" 0.0834956860562204 0.0289603243556328 0.0265181649429859 0 0.0283848992336077 0 0 0.0670091579182488 0.0223413762287757 0.0875465090829503 0 0.0379578667678876 0.0190730497806599 0 0.0180733779143322 0.120685493603669 0.0257003341043434 0.126935770500127 0.0531632110579479 0.0230627306273063 0 0.145681581685744 0 0 0.0400641025641026 0.0857142857142857 0 0 0 0.158688177730759 0 0.0554631170271769 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0217391304347826 0 0 0 0.0387897595034911 0.0256278831368529 0.025953802232027 0.0790722192936215 0.0242777373148823 0 0 0.0264480296217932 0 0 0 0.0353982300884956 0 0.0185770016719301 0 0 0.0425079702444208 0 0 0.0233372228704784 0 0.0411437975725159 0.0430663221360896 0.0224921277552857 0 0.0421141292903769 0.0864304235090752 0.0675827889164226 0.021137180300148 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0998003992015968 0 0.0877706260971328 0.0292141396435875 0.104493207941484 0.0822143052891203 0.0298953662182362
